#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-11-16T15:22:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ582c79556c5c 
#INFO -out.max=unlimited 
#INFO queryParameters=15 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/AJ/131/2766/table5
#-nav=cat:J/AJ/131/2766&tab:{J/AJ/131/2766/table5}&key:source=J/AJ/131/2766/table5&HTTPPRM:&&-ref=VIZ582c79556c5c&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=z&-out=imag&-out=iMAG&-out=Cor&-ignore=SDSS=*&SDSS=SDSS&NED=NED&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/131/2766/table5
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/131/2766/table5
#-order=I
#-out=z
#-out=imag
#-out=iMAG
#-out=Cor
#

#RESOURCE=yCat_51312766
#Name: J/AJ/131/2766
#Title: Quasar luminosity function from SDSS-DR3 (Richards+, 2006)
#Table J_AJ_131_2766_table5:
#Name: J/AJ/131/2766/table5
#Title: Statistical quasar sample
#---Details of Columns:
#     z          (F6.3)  Redshift [ucd=src.redshift]
#     imag (mag) (F5.2)  Dereddened i band magnitude [ucd=phot.mag;em.opt.I]
#     iMAG (mag) (F6.2)  Absolute i band magnitude at z=2 [ucd=phys.magAbs]
#     Cor        (F5.2)  [0,1] Selection function value [ucd=meta.note]
# ------ ----- ------ -----
#        imag  iMAG        
# z      (mag) (mag)  Cor  
# ------ ----- ------ -----
 1.556 18.03 -26.99  0.95
 0.773 18.79 -24.85  0.95
 1.101 18.84 -25.48  0.95
 1.799 18.67 -26.72  0.95
 1.628 17.82 -27.32  0.95
 0.533 17.50 -25.15  0.95
 3.141 20.11 -26.71  0.60
 0.833 19.02 -24.78  0.95
 1.379 18.98 -25.81  0.95
 2.349 18.88 -27.30  0.77
 0.476 18.58 -23.80  0.95
 0.538 16.73 -25.95  0.95
 1.684 18.69 -26.54  0.95
 2.078 19.08 -26.75  0.95
 1.085 18.83 -25.47  0.95
 1.567 18.76 -26.28  0.95
 1.212 19.08 -25.42  0.95
 1.875 19.05 -26.45  0.95
 1.268 18.27 -26.34  0.95
 2.188 18.64 -27.34  0.95
 1.940 17.48 -28.13  0.95
 1.249 19.08 -25.50  0.95
 1.778 18.48 -26.88  0.95
 1.503 18.96 -25.98  0.95
 1.281 18.58 -26.05  0.95
 2.398 18.80 -27.44  0.73
 1.236 18.23 -26.32  0.95
 0.440 18.85 -23.36  0.95
 1.150 19.09 -25.31  0.95
 1.551 18.69 -26.33  0.95
 1.876 18.83 -26.67  0.95
 1.655 18.95 -26.23  0.95
 2.233 18.88 -27.16  0.95
 1.625 17.11 -28.02  0.95
 1.636 18.52 -26.64  0.95
 1.585 18.01 -27.06  0.95
 2.963 19.23 -27.45  0.34
 1.305 18.52 -26.15  0.95
 1.664 18.45 -26.74  0.95
 0.748 18.94 -24.62  0.95
 0.633 19.07 -24.01  0.95
 1.551 18.95 -26.07  0.95
 1.982 17.85 -27.84  0.95
 1.345 18.29 -26.45  0.95
 0.618 18.82 -24.19  0.94
 1.119 18.71 -25.65  0.95
 1.295 18.91 -25.75  0.95
 3.846 19.87 -27.41  0.93
 0.398 18.98 -23.05  0.95
 1.277 18.98 -25.64  0.95
 1.899 18.87 -26.67  0.95
 1.591 18.45 -26.62  0.95
 0.349 18.12 -23.64  0.95
 2.211 18.84 -27.17  0.93
 3.558 19.87 -27.19  0.51
 3.453 19.29 -27.74  0.66
 1.330 19.08 -25.64  0.95
 3.655 19.56 -27.57  0.82
 1.215 18.72 -25.79  0.95
 1.204 19.05 -25.44  0.95
 1.508 18.28 -26.66  0.95
 3.149 19.39 -27.43  0.76
 3.177 19.89 -26.95  0.68
 0.514 19.00 -23.56  0.95
 4.192 19.20 -28.31  0.95
 1.720 18.36 -26.92  0.95
 0.738 18.75 -24.78  0.94
 1.300 18.41 -26.25  0.95
 0.521 18.75 -23.85  0.95
 1.375 18.93 -25.86  0.95
 0.776 18.68 -24.96  0.95
 1.890 18.58 -26.95  0.95
 1.887 18.35 -27.16  0.95
 1.009 18.19 -25.99  0.95
 0.961 18.90 -25.19  0.95
 0.829 18.60 -25.19  0.95
 2.733 18.57 -27.91  0.05
 0.430 18.88 -23.28  0.95
 1.510 18.16 -26.79  0.95
 0.821 18.84 -24.93  0.95
 2.153 18.94 -26.99  0.94
 1.089 18.96 -25.34  0.95
 1.156 19.00 -25.41  0.95
 0.425 19.10 -23.04  0.95
 1.800 17.83 -27.56  0.95
 3.266 20.20 -26.71  0.72
 1.152 18.70 -25.71  0.95
 1.889 19.02 -26.50  0.95
 1.731 16.66 -28.64  0.95
 1.086 18.67 -25.63  0.95
 4.008 19.32 -28.06  0.94
 1.908 18.55 -27.01  0.95
 2.277 18.92 -27.17  0.85
 0.921 18.03 -25.99  0.95
 3.995 20.09 -27.28  0.92
 1.476 18.76 -26.16  0.95
 1.343 18.86 -25.87  0.95
 1.013 19.00 -25.18  0.95
 1.895 18.88 -26.65  0.95
 1.136 18.66 -25.72  0.95
 1.115 19.02 -25.33  0.95
 1.349 18.43 -26.31  0.95
 2.174 19.08 -26.88  0.94
 1.957 18.12 -27.53  0.95
 1.964 18.21 -27.45  0.95
 1.779 18.94 -26.42  0.95
 4.132 20.02 -27.44  0.94
 3.496 19.12 -27.92  0.64
 1.886 18.99 -26.53  0.95
 0.554 16.23 -26.53  0.95
 1.102 18.72 -25.61  0.95
 2.467 18.69 -27.62  0.74
 1.611 18.39 -26.72  0.95
 1.654 18.70 -26.48  0.95
 1.862 19.10 -26.38  0.95
 1.319 18.43 -26.27  0.95
 1.685 16.86 -28.36  0.95
 2.025 18.80 -26.95  0.95
 0.904 19.09 -24.88  0.95
 1.402 18.84 -25.99  0.95
 1.933 19.03 -26.57  0.95
 1.356 19.07 -25.69  0.95
 1.518 18.99 -25.97  0.95
 0.822 18.10 -25.68  0.95
 0.597 18.46 -24.47  0.95
 1.084 18.98 -25.32  0.95
 1.793 19.07 -26.31  0.95
 1.226 18.55 -25.99  0.95
 1.533 18.98 -26.00  0.95
 1.158 18.65 -25.76  0.95
 1.599 18.73 -26.36  0.95
 0.768 18.84 -24.79  0.95
 0.417 17.69 -24.42  0.95
 0.702 18.83 -24.57  0.94
 1.727 18.81 -26.49  0.95
 1.802 18.19 -27.21  0.95
 0.515 18.99 -23.58  0.95
 1.954 18.39 -27.25  0.95
 1.041 19.07 -25.16  0.95
 1.215 18.37 -26.14  0.95
 1.894 18.86 -26.67  0.95
 1.287 18.91 -25.73  0.95
 0.186 16.74 -23.24  0.95
 0.573 18.48 -24.36  0.95
 1.115 18.96 -25.39  0.95
 1.678 18.16 -27.05  0.95
 0.919 18.96 -25.05  0.95
 1.163 18.48 -25.94  0.95
 3.721 20.15 -27.03  0.87
 4.191 19.59 -27.92  0.94
 0.499 18.96 -23.53  0.95
 1.788 18.92 -26.45  0.95
 0.430 18.82 -23.34  0.95
 1.786 18.63 -26.74  0.95
 1.147 18.83 -25.57  0.95
 2.338 18.94 -27.22  0.77
 1.844 18.90 -26.55  0.95
 3.716 19.45 -27.72  0.94
 2.146 18.97 -26.95  0.95
 1.597 18.76 -26.33  0.95
 0.867 18.64 -25.24  0.95
 0.589 19.90 -22.99  0.00
 3.817 19.32 -27.93  0.95
 1.170 18.00 -26.44  0.95
 1.700 18.23 -27.02  0.95
 0.939 18.56 -25.50  0.95
 1.487 18.59 -26.33  0.95
 1.463 18.36 -26.54  0.95
 1.904 17.52 -28.03  0.95
 1.188 18.44 -26.02  0.95
 0.727 18.69 -24.80  0.94
 1.506 19.08 -25.87  0.95
 1.639 18.39 -26.76  0.95
 1.861 18.15 -27.33  0.95
 0.590 18.94 -23.96  0.95
 0.813 18.72 -25.03  0.95
 1.969 18.56 -27.11  0.95
 2.041 18.92 -26.85  0.95
 1.156 18.81 -25.61  0.95
 0.521 17.46 -25.14  0.95
 1.506 18.61 -26.34  0.95
 1.193 18.88 -25.59  0.95
 1.998 18.55 -27.16  0.95
 0.672 18.58 -24.68  0.91
 1.273 18.49 -26.13  0.95
 1.715 18.24 -27.03  0.95
 1.889 19.07 -26.45  0.95
 1.112 19.04 -25.30  0.95
 0.919 18.61 -25.40  0.95
 1.859 18.64 -26.83  0.95
 2.133 18.61 -27.29  0.95
 4.051 19.98 -27.43  0.92
 2.101 17.80 -28.05  0.95
 2.038 18.68 -27.09  0.95
 1.658 19.00 -26.19  0.95
 1.659 18.40 -26.78  0.95
 1.302 18.19 -26.47  0.95
 1.511 18.26 -26.69  0.95
 1.628 19.06 -26.07  0.95
 1.228 19.02 -25.52  0.95
 1.442 19.06 -25.82  0.95
 1.306 18.00 -26.68  0.95
 1.615 18.54 -26.58  0.95
 0.292 17.72 -23.64  0.95
 0.736 18.27 -25.26  0.95
 2.541 19.08 -27.30  0.64
 1.388 18.61 -26.19  0.95
 0.579 18.74 -24.12  0.95
 1.255 18.82 -25.77  0.95
 1.344 18.91 -25.82  0.95
 0.603 18.83 -24.12  0.94
 0.788 18.86 -24.83  0.95
 3.452 17.81 -29.22  0.79
 1.655 18.54 -26.64  0.95
 0.616 19.00 -24.00  0.94
 1.095 19.02 -25.30  0.95
 2.514 19.19 -27.17  0.00
 3.594 19.98 -27.10  0.54
 0.338 17.80 -23.89  0.95
 3.127 20.06 -26.75  0.62
 0.829 18.57 -25.22  0.95
 1.296 19.03 -25.63  0.95
 1.069 18.55 -25.72  0.95
 2.465 18.75 -27.56  0.72
 1.530 19.02 -25.96  0.95
 2.041 18.10 -27.68  0.95
 1.814 18.29 -27.12  0.95
 1.598 19.05 -26.04  0.95
 1.167 17.31 -27.12  0.95
 1.794 18.85 -26.54  0.95
 0.645 18.89 -24.24  0.94
 2.916 19.13 -27.50  0.20
 2.089 18.11 -27.72  0.95
 2.046 18.49 -27.29  0.95
 1.026 18.46 -25.74  0.95
 0.759 19.02 -24.58  0.95
 1.918 18.96 -26.61  0.95
 0.589 17.03 -25.86  0.95
 1.777 17.50 -27.86  0.95
 3.183 19.45 -27.40  0.76
 1.972 18.87 -26.80  0.95
 1.062 19.07 -25.19  0.95
 1.445 18.95 -25.93  0.95
 3.008 19.91 -26.81  0.42
 2.140 18.89 -27.03  0.95
 3.381 19.08 -27.92  0.90
 0.420 18.59 -23.53  0.95
 2.934 20.20 -26.46  0.13
 1.410 18.70 -26.14  0.95
 0.592 19.06 -23.84  0.95
 1.214 18.99 -25.52  0.95
 0.710 18.53 -24.90  0.95
 3.020 18.29 -28.44  0.71
 2.249 18.48 -27.58  0.93
 0.613 18.31 -24.67  0.94
 2.490 18.41 -27.92  0.75
 0.618 18.84 -24.16  0.94
 1.619 19.04 -26.09  0.95
 1.945 19.09 -26.53  0.95
 1.378 18.56 -26.24  0.95
 2.001 18.84 -26.87  0.95
 3.430 19.44 -27.58  0.63
 1.411 18.96 -25.88  0.95
 1.258 18.63 -25.96  0.95
 2.995 19.09 -27.62  0.54
 1.182 18.82 -25.63  0.95
 1.295 18.84 -25.82  0.95
 1.845 19.01 -26.45  0.95
 0.440 18.15 -24.05  0.95
 1.884 18.83 -26.68  0.95
 4.227 19.95 -27.59  0.93
 1.165 19.09 -25.34  0.95
 2.205 19.06 -26.94  0.92
 0.501 18.49 -24.01  0.95
 2.207 18.85 -27.16  0.93
 1.844 18.81 -26.64  0.95
 1.239 18.80 -25.75  0.95
 0.854 18.74 -25.12  0.95
 0.913 18.43 -25.57  0.95
 1.700 18.84 -26.41  0.95
 1.677 18.77 -26.44  0.95
 2.343 18.46 -27.71  0.81
 1.741 18.79 -26.52  0.95
 2.474 19.06 -27.26  0.95
 1.807 19.05 -26.36  0.95
 2.294 18.91 -27.21  0.85
 1.234 18.36 -26.18  0.95
 1.365 17.95 -26.82  0.95
 2.068 19.08 -26.73  0.95
 0.442 18.16 -24.05  0.95
 1.481 18.26 -26.66  0.95
 1.617 18.66 -26.47  0.95
 1.492 18.63 -26.29  0.95
 0.972 18.59 -25.52  0.95
 1.742 18.86 -26.45  0.95
 1.462 18.62 -26.28  0.95
 1.121 18.99 -25.37  0.95
 1.387 19.09 -25.72  0.95
 0.715 18.74 -24.71  0.94
 2.294 18.68 -27.43  0.86
 1.429 17.22 -27.64  0.95
 1.918 17.37 -28.20  0.95
 3.477 18.20 -28.84  0.74
 1.833 18.41 -27.03  0.95
 1.229 18.50 -26.04  0.95
 2.020 17.93 -27.81  0.95
 1.993 18.50 -27.20  0.95
 0.668 18.45 -24.79  0.94
 0.462 18.56 -23.75  0.95
 2.930 19.03 -27.61  0.42
 2.207 17.54 -28.46  0.93
 0.602 16.71 -26.23  0.95
 0.588 17.80 -25.09  0.95
 1.023 18.82 -25.38  0.95
 1.869 18.46 -27.03  0.95
 1.031 18.73 -25.48  0.95
 0.939 19.08 -24.97  0.95
 2.539 18.40 -27.98  0.70
 1.183 18.46 -26.00  0.95
 1.255 17.75 -26.83  0.95
 1.653 18.42 -26.76  0.95
 1.082 17.49 -26.80  0.95
 0.594 18.85 -24.06  0.95
 1.797 18.97 -26.42  0.95
 1.190 19.00 -25.46  0.95
 0.844 17.34 -26.49  0.95
 1.077 18.74 -25.54  0.95
 3.634 19.44 -27.67  0.73
 1.927 18.07 -27.52  0.95
 1.017 18.87 -25.32  0.95
 1.308 17.93 -26.75  0.95
 0.453 18.32 -23.95  0.95
 1.620 18.65 -26.48  0.95
 1.062 17.89 -26.37  0.95
 3.379 20.15 -26.85  0.65
 0.320 18.25 -23.31  0.95
 1.345 18.65 -26.09  0.95
 0.412 18.78 -23.31  0.95
 1.583 18.39 -26.67  0.95
 2.812 18.53 -28.01  0.15
 1.354 18.89 -25.87  0.95
 3.267 19.36 -27.55  0.85
 2.116 19.10 -26.78  0.95
 1.623 17.95 -27.18  0.95
 0.738 19.02 -24.51  0.94
 1.410 18.22 -26.62  0.95
 1.114 19.01 -25.33  0.95
 2.197 17.61 -28.37  0.94
 1.392 18.45 -26.36  0.95
 0.238 17.57 -23.07  0.95
 1.904 18.09 -27.45  0.95
 0.575 18.34 -24.50  0.95
 1.871 18.72 -26.77  0.95
 1.034 18.50 -25.72  0.95
 3.695 19.63 -27.53  0.81
 2.413 18.21 -28.04  0.74
 3.798 19.41 -27.83  0.94
 1.164 18.55 -25.88  0.95
 0.830 19.09 -24.70  0.95
 0.512 18.94 -23.61  0.95
 3.052 19.60 -27.15  0.64
 1.694 17.68 -27.56  0.95
 3.034 19.88 -26.86  0.44
 1.094 18.89 -25.42  0.95
 0.956 18.64 -25.45  0.95
 1.003 18.52 -25.64  0.95
 2.347 18.10 -28.07  0.82
 3.098 19.88 -26.90  0.61
 1.171 17.84 -26.60  0.95
 0.729 18.94 -24.56  0.95
 1.392 17.95 -26.87  0.95
 1.977 18.08 -27.60  0.95
 1.075 18.99 -25.29  0.95
 1.235 18.55 -26.00  0.95
 1.100 18.82 -25.50  0.95
 2.411 18.73 -27.52  0.70
 0.240 16.07 -24.60  0.95
 1.017 18.96 -25.23  0.95
 1.058 18.85 -25.40  0.95
 1.826 18.85 -26.58  0.95
 1.915 17.50 -28.07  0.95
 2.045 18.55 -27.23  0.95
 1.208 18.71 -25.79  0.95
 0.962 18.50 -25.60  0.95
 2.541 18.41 -27.97  0.68
 3.110 19.55 -27.24  0.73
 1.693 19.09 -26.15  0.95
 0.623 18.87 -24.16  0.94
 0.588 18.11 -24.78  0.95
 1.296 18.85 -25.81  0.95
 1.368 16.83 -27.94  0.95
 1.006 18.87 -25.31  0.95
 0.560 18.96 -23.82  0.95
 1.385 17.97 -26.83  0.95
 1.353 18.72 -26.04  0.95
 1.941 19.04 -26.57  0.95
 0.441 16.23 -25.98  0.95
 1.604 17.05 -28.05  0.95
 2.410 19.07 -27.18  0.95
 1.539 18.95 -26.04  0.95
 0.920 17.99 -26.02  0.95
 1.578 19.08 -25.98  0.95
 1.117 18.10 -26.25  0.95
 1.549 19.00 -26.01  0.95
 2.134 17.80 -28.10  0.95
 1.981 18.92 -26.77  0.95
 0.471 18.16 -24.20  0.95
 0.504 18.93 -23.59  0.95
 1.538 19.04 -25.95  0.95
 0.980 18.53 -25.60  0.95
 0.497 18.26 -24.22  0.95
 1.994 18.92 -26.78  0.95
 3.076 19.04 -27.73  0.76
 3.738 18.74 -28.45  0.94
 1.274 18.48 -26.14  0.95
 1.097 18.46 -25.86  0.95
 1.878 19.01 -26.50  0.95
 1.731 18.60 -26.70  0.95
 2.015 18.62 -27.11  0.95
 0.624 18.14 -24.90  0.94
 1.561 18.70 -26.33  0.95
 3.147 19.57 -27.26  0.73
 1.807 18.76 -26.64  0.95
 1.480 18.84 -26.07  0.95
 0.553 18.68 -24.07  0.95
 1.943 18.47 -27.15  0.95
 3.011 19.67 -27.05  0.46
 2.033 18.45 -27.31  0.95
 1.968 18.65 -27.01  0.95
 0.899 18.44 -25.53  0.95
 0.581 18.94 -23.93  0.95
 1.990 18.98 -26.71  0.95
 0.510 19.06 -23.48  0.95
 1.357 18.61 -26.15  0.95
 2.238 19.09 -26.96  0.92
 1.013 18.78 -25.40  0.95
 3.050 19.37 -27.38  0.52
 0.455 18.99 -23.28  0.95
 3.652 19.65 -27.47  0.81
 0.862 18.59 -25.29  0.95
 1.244 16.96 -27.61  0.95
 1.027 18.99 -25.22  0.95
 2.164 18.96 -26.99  0.94
 2.326 18.45 -27.71  0.81
 2.169 18.13 -27.82  0.94
 1.427 18.90 -25.97  0.95
 1.980 18.95 -26.73  0.95
 1.778 17.55 -27.81  0.95
 0.417 18.89 -23.22  0.95
 1.184 19.05 -25.41  0.95
 3.638 19.52 -27.59  0.73
 1.341 18.69 -26.04  0.95
 1.877 18.46 -27.04  0.95
 0.366 18.69 -23.18  0.95
 1.259 18.34 -26.25  0.95
 2.493 18.87 -27.47  0.67
 1.030 18.25 -25.96  0.95
 1.939 18.97 -26.64  0.95
 1.555 18.95 -26.07  0.95
 0.452 18.84 -23.42  0.95
 0.411 18.85 -23.24  0.95
 3.608 18.06 -29.03  0.89
 1.800 18.56 -26.83  0.95
 1.277 19.05 -25.57  0.95
 1.070 19.04 -25.23  0.95
 1.631 18.69 -26.45  0.95
 0.978 18.86 -25.27  0.95
 1.993 18.97 -26.73  0.95
 0.508 17.79 -24.74  0.95
 0.576 19.06 -23.79  0.95
 1.415 18.43 -26.41  0.95
 1.653 18.61 -26.57  0.95
 1.903 18.74 -26.81  0.95
 1.762 18.79 -26.55  0.95
 1.925 17.99 -27.59  0.95
 3.559 19.63 -27.43  0.64
 1.357 19.03 -25.73  0.95
 0.930 18.99 -25.05  0.95
 1.470 18.58 -26.32  0.95
 1.974 19.02 -26.66  0.95
 1.375 18.69 -26.10  0.95
 1.232 19.01 -25.53  0.95
 1.651 18.67 -26.51  0.95
 1.001 18.72 -25.45  0.95
 0.878 17.78 -26.13  0.95
 0.764 18.94 -24.67  0.95
 0.897 17.27 -26.69  0.95
 1.526 18.17 -26.80  0.95
 0.850 18.25 -25.60  0.95
 1.004 18.03 -26.14  0.95
 0.466 18.86 -23.47  0.95
 3.249 19.90 -27.00  0.73
 1.946 18.95 -26.68  0.95
 1.090 17.97 -26.34  0.95
 1.218 18.43 -26.09  0.95
 3.668 18.98 -28.15  0.88
 0.778 18.50 -25.15  0.95
 1.788 18.63 -26.75  0.95
 1.784 18.74 -26.63  0.95
 0.517 18.13 -24.45  0.95
 1.668 19.07 -26.13  0.95
 1.630 17.60 -27.54  0.95
 1.680 18.91 -26.31  0.95
 0.697 18.71 -24.67  0.93
 0.538 18.76 -23.91  0.95
 0.981 18.59 -25.54  0.95
 0.763 18.11 -25.50  0.95
 1.824 18.98 -26.44  0.95
 1.093 18.88 -25.43  0.95
 2.153 18.07 -27.86  0.94
 4.490 19.29 -28.44  0.95
 0.758 18.68 -24.91  0.95
 0.886 18.85 -25.08  0.95
 1.333 19.06 -25.66  0.95
 1.932 18.98 -26.62  0.95
 0.877 18.24 -25.67  0.95
 2.078 19.00 -26.83  0.95
 0.354 18.61 -23.18  0.95
 2.135 18.79 -27.11  0.95
 1.908 19.08 -26.47  0.95
 1.844 18.31 -27.15  0.95
 2.021 18.60 -27.14  0.95
 2.039 18.70 -27.07  0.95
 1.017 18.64 -25.55  0.95
 1.250 18.72 -25.86  0.95
 0.694 18.81 -24.56  0.93
 1.863 18.53 -26.95  0.95
 1.264 18.10 -26.50  0.95
 1.502 18.07 -26.87  0.95
 1.482 18.91 -26.01  0.95
 3.213 19.53 -27.34  0.78
 4.495 20.02 -27.71  0.95
 0.457 15.91 -26.38  0.95
 4.699 19.64 -28.01  0.95
 1.818 18.94 -26.48  0.95
 0.224 17.06 -23.38  0.95
 1.335 18.95 -25.77  0.95
 0.553 18.94 -23.80  0.95
 1.028 19.05 -25.16  0.95
 1.878 18.49 -27.01  0.95
 2.962 18.68 -27.99  0.56
 1.376 18.72 -26.07  0.95
 4.787 19.59 -28.06  0.95
 0.694 17.82 -25.55  0.94
 3.178 19.39 -27.45  0.78
 2.429 18.68 -27.59  0.71
 3.344 18.49 -28.50  0.87
 1.913 19.01 -26.56  0.95
 0.686 18.08 -25.24  0.93
 1.318 18.56 -26.14  0.95
 2.353 18.76 -27.42  0.73
 1.853 17.63 -27.84  0.95
 0.829 19.04 -24.75  0.95
 0.626 18.35 -24.69  0.94
 3.223 19.73 -27.15  0.73
 1.932 18.47 -27.13  0.95
 1.497 18.90 -26.04  0.95
 0.920 18.74 -25.28  0.95
 2.511 18.57 -27.79  0.68
 3.074 19.82 -26.95  0.61
 1.926 16.64 -28.95  0.95
 1.403 18.83 -26.00  0.95
 4.004 18.58 -28.80  0.94
 0.338 18.58 -23.10  0.95
 0.763 18.98 -24.64  0.95
 2.154 18.28 -27.65  0.94
 1.897 18.32 -27.22  0.95
 0.645 18.52 -24.60  0.95
 2.303 18.96 -27.17  0.77
 1.418 19.09 -25.76  0.95
 0.794 18.94 -24.75  0.95
 0.367 18.02 -23.85  0.95
 1.670 18.51 -26.69  0.95
 1.203 19.05 -25.44  0.95
 0.246 17.77 -23.00  0.95
 1.736 19.02 -26.29  0.95
 1.928 18.64 -26.95  0.95
 3.319 19.98 -26.98  0.64
 1.256 16.05 -28.53  0.95
 1.389 18.31 -26.50  0.95
 1.101 18.51 -25.82  0.95
 1.406 17.94 -26.90  0.95
 1.241 18.07 -26.49  0.95
 2.219 18.58 -27.44  0.93
 4.542 20.20 -27.52  0.00
 1.807 18.28 -27.13  0.95
 0.228 16.47 -24.03  0.95
 0.440 18.91 -23.30  0.95
 1.128 18.71 -25.66  0.95
 1.224 18.41 -26.12  0.95
 0.966 18.50 -25.60  0.95
 0.827 18.44 -25.34  0.95
 0.766 19.09 -24.53  0.95
 3.700 18.60 -28.56  0.95
 1.229 18.46 -26.07  0.95
 1.335 18.89 -25.83  0.95
 0.782 18.65 -25.02  0.95
 0.536 19.04 -23.63  0.95
 1.872 18.04 -27.45  0.95
 2.226 18.01 -28.02  0.93
 2.761 19.96 -26.55  0.01
 0.612 19.02 -23.96  0.94
 0.886 18.70 -25.23  0.95
 2.682 18.86 -27.60  0.09
 1.944 18.94 -26.68  0.95
 1.099 18.36 -25.97  0.95
 1.294 18.82 -25.83  0.95
 0.356 17.21 -24.60  0.95
 3.382 18.75 -28.26  0.90
 3.599 20.05 -27.04  0.47
 0.502 18.98 -23.53  0.95
 1.810 18.89 -26.52  0.95
 1.578 18.83 -26.22  0.95
 0.957 18.63 -25.46  0.95
 2.042 18.96 -26.82  0.95
 1.228 18.70 -25.84  0.95
 0.341 18.59 -23.12  0.95
 0.429 18.23 -23.92  0.95
 1.714 18.87 -26.40  0.95
 1.584 18.73 -26.34  0.95
 1.669 18.59 -26.61  0.95
 2.025 19.01 -26.73  0.95
 1.546 17.14 -27.86  0.95
 1.524 17.82 -27.15  0.95
 1.692 19.08 -26.16  0.95
 3.704 18.71 -28.46  0.94
 0.381 17.71 -24.24  0.95
 0.560 18.03 -24.76  0.95
 1.310 19.05 -25.64  0.95
 3.233 19.99 -26.90  0.72
 1.455 19.03 -25.86  0.95
 1.984 18.57 -27.11  0.95
 1.898 17.93 -27.60  0.95
 0.742 18.81 -24.73  0.94
 2.050 18.48 -27.30  0.95
 0.896 18.92 -25.04  0.95
 1.016 18.58 -25.61  0.95
 2.294 18.86 -27.25  0.86
 1.386 19.09 -25.72  0.95
 0.940 19.09 -24.96  0.95
 0.833 17.89 -25.92  0.95
 0.422 19.07 -23.05  0.95
 3.144 19.41 -27.42  0.74
 0.592 18.79 -24.12  0.95
 1.303 18.69 -25.98  0.95
 1.179 18.93 -25.52  0.95
 0.981 18.84 -25.29  0.95
 1.629 18.39 -26.75  0.95
 0.362 18.62 -23.22  0.95
 0.493 18.75 -23.71  0.95
 0.895 18.82 -25.13  0.95
 0.923 18.19 -25.83  0.95
 0.454 16.78 -25.49  0.95
 0.446 17.96 -24.27  0.95
 1.492 19.06 -25.87  0.95
 1.224 18.77 -25.75  0.95
 1.376 18.36 -26.43  0.95
 3.601 18.73 -28.35  0.95
 1.267 18.99 -25.62  0.95
 1.867 19.07 -26.41  0.95
 3.322 18.45 -28.51  0.87
 0.829 17.61 -26.19  0.95
 1.790 19.10 -26.28  0.95
 1.308 19.06 -25.62  0.95
 1.625 18.66 -26.47  0.95
 2.093 18.76 -27.09  0.95
 1.732 18.86 -26.44  0.95
 0.793 18.91 -24.78  0.95
 1.210 19.07 -25.43  0.95
 3.239 20.09 -26.80  0.69
 1.262 19.06 -25.54  0.95
 0.673 18.83 -24.43  0.93
 0.697 17.13 -26.24  0.95
 0.943 18.90 -25.16  0.95
 3.567 19.91 -27.16  0.54
 1.784 19.09 -26.28  0.95
 1.236 18.96 -25.59  0.95
 2.079 18.58 -27.25  0.95
 1.390 18.98 -25.83  0.95
 0.810 18.86 -24.89  0.95
 1.025 18.57 -25.63  0.95
 3.430 19.27 -27.76  0.67
 0.762 18.89 -24.72  0.95
 2.293 18.58 -27.53  0.87
 1.960 18.86 -26.79  0.95
 0.616 17.80 -25.20  0.95
 2.830 19.79 -26.77  0.02
 1.508 18.86 -26.09  0.95
 0.822 18.98 -24.79  0.95
 1.530 18.57 -26.41  0.95
 1.401 18.07 -26.76  0.95
 1.988 18.43 -27.26  0.95
 2.307 18.97 -27.16  0.77
 1.547 18.44 -26.56  0.95
 1.518 18.00 -26.96  0.95
 1.055 18.52 -25.73  0.95
 0.348 18.66 -23.09  0.95
 0.801 18.61 -25.11  0.95
 0.539 18.39 -24.29  0.95
 2.099 18.45 -27.41  0.95
 0.714 18.15 -25.30  0.94
 1.031 18.73 -25.48  0.95
 0.752 18.63 -24.95  0.95
 1.496 17.65 -27.28  0.95
 1.309 18.89 -25.79  0.95
 0.444 18.74 -23.48  0.95
 1.373 17.86 -26.92  0.95
 0.686 18.98 -24.35  0.94
 2.347 18.73 -27.45  0.95
 1.505 18.73 -26.21  0.95
 1.861 18.97 -26.51  0.95
 3.148 18.97 -27.85  0.80
 1.498 18.64 -26.29  0.95
 0.213 16.76 -23.54  0.95
 1.249 17.79 -26.78  0.95
 1.650 19.02 -26.15  0.95
 2.258 19.08 -26.99  0.84
 1.602 18.58 -26.52  0.95
 1.467 18.54 -26.37  0.95
 1.085 19.06 -25.23  0.95
 1.257 18.65 -25.94  0.95
 3.311 19.12 -27.83  0.83
 1.789 18.71 -26.66  0.95
 2.032 18.37 -27.39  0.95
 1.137 17.92 -26.46  0.95
